"","bin1","bin2","time","date","dateLocal","monthLocal","dayLocal","year","DEW","TAIR","RELH","PRES","station","model","TEWL","EWL.bin1","EWL.bin2","EWL.time","EWL.date","EWL.dateLocal","EWL.monthLocal","EWL.dayLocal","EWL.year","EWL.DEW","EWL.TAIR","EWL.RELH","EWL.PRES","EWL.station","EWL.model","EWL.TEWL"
"11",1090,1095,2020-07-13 00:50:00,2020-07-13,2020-07-13,"07","13","2020",21.0,27.0,70,942.12,"ERIC","pre_hb", 0.66235163,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276
"12",1095,1100,2020-07-13 00:55:00,2020-07-13,2020-07-13,"07","13","2020",21.2,27.0,71,942.20,"ERIC","pre_hb", 0.72166440,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276
"13",1100,1105,2020-07-13 01:00:00,2020-07-13,2020-07-13,"07","13","2020",21.2,27.0,71,942.11,"ERIC","pre_hb", 0.78097716,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276
"14",1105,1110,2020-07-13 01:05:00,2020-07-13,2020-07-13,"07","13","2020",21.1,26.9,71,942.03,"ERIC","pre_hb", 0.83959326,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610
"15",1110,1115,2020-07-13 01:10:00,2020-07-13,2020-07-13,"07","13","2020",21.2,27.0,71,941.94,"ERIC","pre_hb", 0.89890603,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276
"16",1115,1120,2020-07-13 01:15:00,2020-07-13,2020-07-13,"07","13","2020",21.1,26.9,71,941.90,"ERIC","pre_hb", 0.95752212,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610
"17",1120,1125,2020-07-13 01:20:00,2020-07-13,2020-07-13,"07","13","2020",21.2,27.0,71,941.99,"ERIC","pre_hb", 1.01683489,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276
"18",1125,1130,2020-07-13 01:25:00,2020-07-13,2020-07-13,"07","13","2020",21.2,27.0,71,942.10,"ERIC","pre_hb", 1.07614765,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276
"19",1130,1135,2020-07-13 01:30:00,2020-07-13,2020-07-13,"07","13","2020",21.2,27.0,71,942.14,"ERIC","pre_hb", 1.13546042,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276
"20",1135,1140,2020-07-13 01:35:00,2020-07-13,2020-07-13,"07","13","2020",21.1,26.9,71,942.15,"ERIC","pre_hb", 1.19407651,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610
"21",1140,1145,2020-07-13 01:40:00,2020-07-13,2020-07-13,"07","13","2020",21.2,27.0,71,942.12,"ERIC","pre_hb", 1.25338928,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276
"22",1145,1150,2020-07-13 01:45:00,2020-07-13,2020-07-13,"07","13","2020",21.1,26.9,71,942.14,"ERIC","pre_hb", 1.31200538,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610
"23",1150,1155,2020-07-13 01:50:00,2020-07-13,2020-07-13,"07","13","2020",21.1,26.9,71,942.09,"ERIC","pre_hb", 1.37062148,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610
"24",1155,1160,2020-07-13 01:55:00,2020-07-13,2020-07-13,"07","13","2020",21.1,26.9,71,941.97,"ERIC","pre_hb", 1.42923757,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610
"25",1160,1165,2020-07-13 02:00:00,2020-07-13,2020-07-13,"07","13","2020",21.1,26.9,71,941.91,"ERIC","pre_hb", 1.48785367,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610
"26",1165,1170,2020-07-13 02:05:00,2020-07-13,2020-07-13,"07","13","2020",21.1,26.9,71,941.93,"ERIC","pre_hb", 1.54646977,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610
"27",1170,1175,2020-07-13 02:10:00,2020-07-13,2020-07-13,"07","13","2020",21.2,27.0,71,941.91,"ERIC","pre_hb", 1.60578254,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276
"28",1175,1180,2020-07-13 02:15:00,2020-07-13,2020-07-13,"07","13","2020",21.2,27.0,71,941.85,"ERIC","pre_hb", 1.66509530,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276
"29",1180,1185,2020-07-13 02:20:00,2020-07-13,2020-07-13,"07","13","2020",21.2,27.0,71,941.81,"ERIC","pre_hb", 1.72440806,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276
"30",1185,1190,2020-07-13 02:25:00,2020-07-13,2020-07-13,"07","13","2020",21.1,26.9,71,941.67,"ERIC","pre_hb", 1.78302416,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610
"31",1190,1195,2020-07-13 02:30:00,2020-07-13,2020-07-13,"07","13","2020",21.1,26.9,71,941.58,"ERIC","pre_hb", 1.84164026,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610
"32",1195,1200,2020-07-13 02:35:00,2020-07-13,2020-07-13,"07","13","2020",21.1,26.9,71,941.57,"ERIC","pre_hb", 1.90025636,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610
"33",1200,1205,2020-07-13 02:40:00,2020-07-13,2020-07-13,"07","13","2020",21.1,26.9,71,941.34,"ERIC","pre_hb", 1.95887246,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610
"34",1205,1210,2020-07-13 02:45:00,2020-07-13,2020-07-13,"07","13","2020",21.1,26.9,71,941.21,"ERIC","pre_hb", 2.01748856,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610
"35",1210,1215,2020-07-13 02:50:00,2020-07-13,2020-07-13,"07","13","2020",21.1,26.9,71,941.13,"ERIC","pre_hb", 2.07610466,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610
"36",1215,1220,2020-07-13 02:55:00,2020-07-13,2020-07-13,"07","13","2020",21.0,26.8,71,941.13,"ERIC","pre_hb", 2.13403227,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762
"37",1220,1225,2020-07-13 03:00:00,2020-07-13,2020-07-13,"07","13","2020",21.0,26.8,71,941.15,"ERIC","pre_hb", 2.19195989,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762
"38",1225,1230,2020-07-13 03:05:00,2020-07-13,2020-07-13,"07","13","2020",20.8,26.8,70,941.12,"ERIC","pre_hb", 2.24988750,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762
"39",1230,1235,2020-07-13 03:10:00,2020-07-13,2020-07-13,"07","13","2020",20.8,26.8,70,941.13,"ERIC","pre_hb", 2.30781512,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762
"40",1235,1240,2020-07-13 03:15:00,2020-07-13,2020-07-13,"07","13","2020",20.8,26.8,70,941.14,"ERIC","pre_hb", 2.36574274,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762
"41",1240,1245,2020-07-13 03:20:00,2020-07-13,2020-07-13,"07","13","2020",20.8,26.8,70,941.28,"ERIC","pre_hb", 2.42367035,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762
"42",1245,1250,2020-07-13 03:25:00,2020-07-13,2020-07-13,"07","13","2020",20.8,26.8,70,941.28,"ERIC","pre_hb", 2.48159797,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762
"43",1250,1255,2020-07-13 03:30:00,2020-07-13,2020-07-13,"07","13","2020",20.8,26.8,70,941.68,"ERIC","pre_hb", 2.53952558,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762
"44",1255,1260,2020-07-13 03:35:00,2020-07-13,2020-07-13,"07","13","2020",20.8,26.8,70,943.08,"ERIC","pre_hb", 2.59745320,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762
"45",1260,1265,2020-07-13 03:40:00,2020-07-13,2020-07-13,"07","13","2020",20.9,26.7,71,943.87,"ERIC","pre_hb", 2.65470042,0.05724722,0.05724722,0.05724722,0.05724722,0.05724722,0.05724722,0.05724722,0.05724722,0.05724722,0.05724722,0.05724722,0.05724722,0.05724722,0.05724722,0.05724722
"46",1265,1270,2020-07-13 03:45:00,2020-07-13,2020-07-13,"07","13","2020",21.0,26.8,71,943.83,"ERIC","pre_hb", 2.71262803,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762
"47",1270,1275,2020-07-13 03:50:00,2020-07-13,2020-07-13,"07","13","2020",21.0,26.8,71,942.82,"ERIC","pre_hb", 2.77055565,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762
"48",1275,1280,2020-07-13 03:55:00,2020-07-13,2020-07-13,"07","13","2020",20.9,26.9,70,942.82,"ERIC","pre_hb", 2.82917175,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610
"49",1280,1285,2020-07-13 04:00:00,2020-07-13,2020-07-13,"07","13","2020",20.8,26.8,70,943.71,"ERIC","pre_hb", 2.88709937,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762
"50",1285,1290,2020-07-13 04:05:00,2020-07-13,2020-07-13,"07","13","2020",20.9,26.9,70,943.83,"ERIC","pre_hb", 2.94571546,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610
"51",1290,1295,2020-07-13 04:10:00,2020-07-13,2020-07-13,"07","13","2020",20.8,27.0,69,943.53,"ERIC","pre_hb", 3.00502823,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276
"52",1295,1300,2020-07-13 04:15:00,2020-07-13,2020-07-13,"07","13","2020",20.8,27.0,69,943.24,"ERIC","pre_hb", 3.06434099,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276
"53",1300,1305,2020-07-13 04:20:00,2020-07-13,2020-07-13,"07","13","2020",20.7,27.1,68,943.36,"ERIC","pre_hb", 3.12435870,0.06001771,0.06001771,0.06001771,0.06001771,0.06001771,0.06001771,0.06001771,0.06001771,0.06001771,0.06001771,0.06001771,0.06001771,0.06001771,0.06001771,0.06001771
"54",1305,1310,2020-07-13 04:25:00,2020-07-13,2020-07-13,"07","13","2020",20.7,27.1,68,943.37,"ERIC","pre_hb", 3.18437641,0.06001771,0.06001771,0.06001771,0.06001771,0.06001771,0.06001771,0.06001771,0.06001771,0.06001771,0.06001771,0.06001771,0.06001771,0.06001771,0.06001771,0.06001771
"55",1310,1315,2020-07-13 04:30:00,2020-07-13,2020-07-13,"07","13","2020",20.8,27.4,67,942.87,"ERIC","pre_hb", 3.24655963,0.06218322,0.06218322,0.06218322,0.06218322,0.06218322,0.06218322,0.06218322,0.06218322,0.06218322,0.06218322,0.06218322,0.06218322,0.06218322,0.06218322,0.06218322
"56",1315,1320,2020-07-13 04:35:00,2020-07-13,2020-07-13,"07","13","2020",20.9,27.5,67,942.45,"ERIC","pre_hb", 3.30948191,0.06292228,0.06292228,0.06292228,0.06292228,0.06292228,0.06292228,0.06292228,0.06292228,0.06292228,0.06292228,0.06292228,0.06292228,0.06292228,0.06292228,0.06292228
"57",1320,1325,2020-07-13 04:40:00,2020-07-13,2020-07-13,"07","13","2020",20.5,26.7,69,942.35,"ERIC","pre_hb", 3.36672913,0.05724722,0.05724722,0.05724722,0.05724722,0.05724722,0.05724722,0.05724722,0.05724722,0.05724722,0.05724722,0.05724722,0.05724722,0.05724722,0.05724722,0.05724722
"58",1325,1330,2020-07-13 04:45:00,2020-07-13,2020-07-13,"07","13","2020",20.8,26.8,70,942.39,"ERIC","pre_hb", 3.42465674,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762
"59",1330,1335,2020-07-13 04:50:00,2020-07-13,2020-07-13,"07","13","2020",20.7,26.9,69,942.10,"ERIC","pre_hb", 3.48327284,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610,0.05861610
"60",1335,1340,2020-07-13 04:55:00,2020-07-13,2020-07-13,"07","13","2020",20.6,27.0,68,941.54,"ERIC","pre_hb", 3.54258560,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276
"61",1340,1345,2020-07-13 05:00:00,2020-07-13,2020-07-13,"07","13","2020",20.6,27.0,68,941.34,"ERIC","pre_hb", 3.60189837,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276
"62",1345,1350,2020-07-13 05:05:00,2020-07-13,2020-07-13,"07","13","2020",20.6,27.0,68,941.45,"ERIC","pre_hb", 3.66121113,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276
"63",1350,1355,2020-07-13 05:10:00,2020-07-13,2020-07-13,"07","13","2020",20.6,27.0,68,941.58,"ERIC","pre_hb", 3.72052390,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276,0.05931276
"64",1355,1360,2020-07-13 05:15:00,2020-07-13,2020-07-13,"07","13","2020",20.6,26.8,69,942.09,"ERIC","pre_hb", 3.77845151,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762
"65",1360,1365,2020-07-13 05:20:00,2020-07-13,2020-07-13,"07","13","2020",20.6,26.8,69,942.02,"ERIC","pre_hb", 3.83637913,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762,0.05792762
"66",1365,1370,2020-07-13 05:25:00,2020-07-13,2020-07-13,"07","13","2020",20.5,26.7,69,941.83,"ERIC","pre_hb", 3.89362635,0.05724722,0.05724722,0.05724722,0.05724722,0.05724722,0.05724722,0.05724722,0.05724722,0.05724722,0.05724722,0.05724722,0.05724722,0.05724722,0.05724722,0.05724722
"67",1370,1375,2020-07-13 05:30:00,2020-07-13,2020-07-13,"07","13","2020",20.5,26.7,69,941.64,"ERIC","pre_hb", 3.95087357,0.05724722,0.05724722,0.05724722,0.05724722,0.05724722,0.05724722,0.05724722,0.05724722,0.05724722,0.05724722,0.05724722,0.05724722,0.05724722,0.05724722,0.05724722
"68",1375,1380,2020-07-13 05:35:00,2020-07-13,2020-07-13,"07","13","2020",20.4,26.6,69,941.44,"ERIC","pre_hb", 4.00744838,0.05657482,0.05657482,0.05657482,0.05657482,0.05657482,0.05657482,0.05657482,0.05657482,0.05657482,0.05657482,0.05657482,0.05657482,0.05657482,0.05657482,0.05657482
"69",1380,1385,2020-07-13 05:40:00,2020-07-13,2020-07-13,"07","13","2020",20.3,26.5,69,941.31,"ERIC","pre_hb", 4.06335869,0.05591031,0.05591031,0.05591031,0.05591031,0.05591031,0.05591031,0.05591031,0.05591031,0.05591031,0.05591031,0.05591031,0.05591031,0.05591031,0.05591031,0.05591031
"70",1385,1390,2020-07-13 05:45:00,2020-07-13,2020-07-13,"07","13","2020",20.4,26.4,70,941.54,"ERIC","pre_hb", 4.11861230,0.05525361,0.05525361,0.05525361,0.05525361,0.05525361,0.05525361,0.05525361,0.05525361,0.05525361,0.05525361,0.05525361,0.05525361,0.05525361,0.05525361,0.05525361
"71",1390,1395,2020-07-13 05:50:00,2020-07-13,2020-07-13,"07","13","2020",20.4,26.4,70,941.42,"ERIC","pre_hb", 4.17386591,0.05525361,0.05525361,0.05525361,0.05525361,0.05525361,0.05525361,0.05525361,0.05525361,0.05525361,0.05525361,0.05525361,0.05525361,0.05525361,0.05525361,0.05525361
"72",1395,1400,2020-07-13 05:55:00,2020-07-13,2020-07-13,"07","13","2020",20.5,26.3,71,941.63,"ERIC","pre_hb", 4.22847053,0.05460462,0.05460462,0.05460462,0.05460462,0.05460462,0.05460462,0.05460462,0.05460462,0.05460462,0.05460462,0.05460462,0.05460462,0.05460462,0.05460462,0.05460462
"73",1400,1405,2020-07-13 06:00:00,2020-07-13,2020-07-13,"07","13","2020",20.4,26.2,71,941.88,"ERIC","pre_hb", 4.28243378,0.05396325,0.05396325,0.05396325,0.05396325,0.05396325,0.05396325,0.05396325,0.05396325,0.05396325,0.05396325,0.05396325,0.05396325,0.05396325,0.05396325,0.05396325
"74",1405,1410,2020-07-13 06:05:00,2020-07-13,2020-07-13,"07","13","2020",20.4,26.2,71,942.20,"ERIC","pre_hb", 4.33639703,0.05396325,0.05396325,0.05396325,0.05396325,0.05396325,0.05396325,0.05396325,0.05396325,0.05396325,0.05396325,0.05396325,0.05396325,0.05396325,0.05396325,0.05396325
"75",1410,1415,2020-07-13 06:10:00,2020-07-13,2020-07-13,"07","13","2020",20.4,26.0,72,942.13,"ERIC","pre_hb", 4.38910007,0.05270303,0.05270303,0.05270303,0.05270303,0.05270303,0.05270303,0.05270303,0.05270303,0.05270303,0.05270303,0.05270303,0.05270303,0.05270303,0.05270303,0.05270303
"76",1415,1420,2020-07-13 06:15:00,2020-07-13,2020-07-13,"07","13","2020",20.2,25.6,73,942.03,"ERIC","pre_hb", 4.43937027,0.05027020,0.05027020,0.05027020,0.05027020,0.05027020,0.05027020,0.05027020,0.05027020,0.05027020,0.05027020,0.05027020,0.05027020,0.05027020,0.05027020,0.05027020
"77",1420,1425,2020-07-13 06:20:00,2020-07-13,2020-07-13,"07","13","2020",20.3,25.5,74,941.75,"ERIC","pre_hb", 4.48905001,0.04967974,0.04967974,0.04967974,0.04967974,0.04967974,0.04967974,0.04967974,0.04967974,0.04967974,0.04967974,0.04967974,0.04967974,0.04967974,0.04967974,0.04967974
"78",1425,1430,2020-07-13 06:25:00,2020-07-13,2020-07-13,"07","13","2020",20.3,25.5,74,941.76,"ERIC","pre_hb", 4.53872975,0.04967974,0.04967974,0.04967974,0.04967974,0.04967974,0.04967974,0.04967974,0.04967974,0.04967974,0.04967974,0.04967974,0.04967974,0.04967974,0.04967974,0.04967974
"79",1430,1435,2020-07-13 06:30:00,2020-07-13,2020-07-13,"07","13","2020",20.3,25.3,75,941.62,"ERIC","pre_hb", 4.58724931,0.04851956,0.04851956,0.04851956,0.04851956,0.04851956,0.04851956,0.04851956,0.04851956,0.04851956,0.04851956,0.04851956,0.04851956,0.04851956,0.04851956,0.04851956
"80",1435,1440,2020-07-13 06:35:00,2020-07-13,2020-07-13,"07","13","2020",20.3,25.1,76,941.67,"ERIC","pre_hb", 4.63463578,0.04738647,0.04738647,0.04738647,0.04738647,0.04738647,0.04738647,0.04738647,0.04738647,0.04738647,0.04738647,0.04738647,0.04738647,0.04738647,0.04738647,0.04738647
"81",   0,   5,2020-07-13 06:40:00,2020-07-13,2020-07-13,"07","13","2020",20.5,25.3,76,941.77,"ERIC","pre_hb", 0.00000000,0.04851956,0.04851956,0.04851956,0.04851956,0.04851956,0.04851956,0.04851956,0.04851956,0.04851956,0.04851956,0.04851956,0.04851956,0.04851956,0.04851956,0.04851956
